,Country,Country Group,OPEC Member,Year, Crude oil production,Oil demand,Crude oil exports,Imports of crude oil,GDP,Oil Price
399,Mauritius,,No,1988,,,,,2143484487.67274,14.91
400,"Micronesia, Fed. Sts.",,No,1988,,,,,124700000.0,14.91
401,Monaco,,No,1988,,,,,2000674667.08261,14.91
402,Mongolia,,No,1988,,,,,3204461566.66667,14.91
403,Mozambique,,No,1988,,,,,2093571673.65612,14.91
404,Namibia,,No,1988,,,,,2506554607.43347,14.91
405,Nepal,,No,1988,,,,,3487009748.35638,14.91
406,New Caledonia,,No,1988,,,,,2072735787.31779,14.91
407,Niger,,No,1988,,,,,2280356194.14559,14.91
408,Panama,,No,1988,,,,,5902783400.0,14.91
409,Papua New Guinea,,No,1988,,,,,3655979702.45646,14.91
410,Paraguay,,No,1988,,,,,4082625952.7381,14.91
411,Peru,,No,1988,,,,,15439408447.2288,14.91
412,Portugal,,No,1988,,,,,56352797353.7604,14.91
413,Puerto Rico,,No,1988,,,,,26178400000.0,14.91
414,Rwanda,,No,1988,,,,,2395493877.51365,14.91
415,Samoa,,No,1988,,,,,133016065.416065,14.91
416,Senegal,,No,1988,,,,,4985153202.5374,14.91
417,Seychelles,,No,1988,,,,,283828769.031683,14.91
418,Sierra Leone,,No,1988,,,,,1055083945.37738,14.91
419,Solomon Islands,,No,1988,,,,,310684273.709484,14.91
420,Sri Lanka,,No,1988,,,,,6978371581.26375,14.91
421,St. Kitts and Nevis,,No,1988,,,,,165745740.740741,14.91
422,St. Lucia,,No,1988,,,,,366541074.074074,14.91
423,St. Vincent and the Grenadines,,No,1988,,,,,200726703.703704,14.91
424,Sudan,,No,1988,,,,,15399166666.6667,14.91
425,Suriname,,No,1988,,,,,1160900000.0,14.91
426,Swaziland,,No,1988,,,,,692016714.317132,14.91
427,Switzerland,,No,1988,,,,,209298156700.608,14.91
428,Syrian Arab Republic,,No,1988,,,,,10577042354.799,14.91
429,Tanzania,,No,1988,,,,,5100405772.46327,14.91
430,Togo,,No,1988,,,,,1378847487.41137,14.91
431,Tonga,,No,1988,,,,,106657267.367342,14.91
432,Trinidad and Tobago,,No,1988,,,,,4496852073.46896,14.91
433,Uganda,,No,1988,,,,,6508931651.66667,14.91
434,Uruguay,,No,1988,,,,,8213515458.51139,14.91
435,Vanuatu,,No,1988,,,,,148545381.418421,14.91
436,"Venezuela, RB",,No,1988,,,,,58428406896.5517,14.91
437,Virgin Islands (U.S.),,No,1988,,,,,1204600064.0,14.91
438,Zambia,,No,1988,,,,,3713614457.83133,14.91
439,Zimbabwe,,No,1988,,,,,7814784100.0,14.91
440,Algeria,Africa ,Yes,1989,727.3,187.6491506849315,280.5,9.425753424657534,55631489801.5508,18.23
441,Angola,Africa ,Yes,1989,452.663,35.16975636148313,365.6,0.0,10026737967.9144,18.23
442,Argentina,Latin America,No,1989,459.116,434.0,,,76636898036.4712,18.23
443,Australia,OECD Asia Pacific,No,1989,422.437,722.0,74.68405479452055,153.3473,299941372852.374,18.23
444,Azerbaijan,Other Eurasia,No,1989,247.63,,,,,18.23
445,Bahrain,Middle East ,No,1989,107.693,,0.0,200.273,3863563829.78723,18.23
446,Brazil,Latin America,No,1989,596.0569999999999,1399.0,0.0,591.711123,425595310000.0,18.23
447,Brunei,Other Asia,No,1989,132.744,,129.526,,,18.23
448,Cameroon,Africa ,No,1989,170.79500000000002,,,,11140055364.1502,18.23
449,Canada,OECD Americas,No,1989,1223.2479999999998,1754.0,530.8621095890411,487.22767123287673,565055743243.243,18.23
450,Chad,Africa ,No,1989,0.0,,,,1433686309.83641,18.23
451,Chile,OECD Americas,No,1989,22.019,132.0,,90.14,29885685142.9107,18.23
452,China,China,No,1989,2760.31,2349.0,515.03965,65.4387945,347768051311.741,18.23
453,Colombia,Latin America,No,1989,404.268,206.0,164.181,,39540080200.3938,18.23
454,Congo,Africa ,Yes,1989,155.0,2.243346266782036,153.9,0.0,,18.23
455,Denmark,OECD Europe,No,1989,110.589,,,,112409236409.401,18.23
456,Ecuador,Latin America,No,1989,278.279,89.53602739726028,174.6,0.0,13890828707.6493,18.23
457,Egypt,Africa ,No,1989,850.056,445.0,432.955,0.0,,18.23
458,Equatorial Guinea,Africa ,Yes,1989,0.0,0.8,0.0,,88265974.5843603,18.23
459,Gabon,Africa ,Yes,1989,204.3,12.882280642025462,192.5,0.0,4186411457.4569,18.23
460,Ghana,Africa ,No,1989,0.0,,,,5251764269.91812,18.23
461,Guyana,Latin America,No,1989,0.0,,,,379779389.705882,18.23
462,India,India,No,1989,677.724,1168.0,0.0,397.275616,292093308316.929,18.23
463,Indonesia,Other Asia,No,1989,1238.863,590.0,798.50931,78.725863,100564924188.698,18.23
464,IR Iran,Middle East ,Yes,1989,2814.077,,2120.0,0.0,,18.23
465,Iraq,Middle East ,Yes,1989,2785.786,353.3955531833465,2260.0,0.0,65641363782.5668,18.23
466,Kazakhstan,Other Eurasia,No,1989,438.007,382.0365753424661,,,,18.23
467,Kuwait,Middle East ,Yes,1989,1277.542,239.9444931506849,850.0,0.0,24312117767.1886,18.23
468,Libya,Africa ,Yes,1989,1129.178,142.99999999999997,872.0,0.0,,18.23
469,Malaysia,Other Asia,No,1989,537.871,229.0,446.38303,21.08162824010914,38848567631.4235,18.23
470,Mexico,OECD Americas,No,1989,2513.141,1715.0,1427.054109589041,,222977035953.687,18.23
471,Nigeria,Africa ,Yes,1989,1716.3,192.0777808219178,1525.9,0.0,24231168858.7187,18.23
472,Norway,OECD Europe,No,1989,1501.555,,1285.97414,,102633789557.535,18.23
473,Oman,Middle East ,No,1989,640.955,,,,9372171651.49545,18.23
474,Qatar,Middle East ,No,1989,379.082,16.573550197158774,320.0,0.0,6487912087.91209,18.23
475,Russia,Russia,No,1989,10817.784,5111.449287671226,4740.657843,,,18.23
476,Saudi Arabia,Middle East ,Yes,1989,5064.5,851.0000684931506,3335.5,9.024657534246575,95344459279.0387,18.23
477,Sudans,Africa ,No,1989,0.0,,0.0,,,18.23
478,Syrian Arab Rep.,Middle East ,No,1989,340.199,,,,,18.23
479,Thailand,Other Asia,No,1989,20.204,348.0,,213.426644,72250877410.3183,18.23
480,United Arab Emirates,Middle East ,Yes,1989,1593.001,300.3726999603823,1589.0,0.0,41464995913.9199,18.23
481,United Kingdom,OECD Europe,No,1989,1814.872,1731.0,992.022191780822,773.3048219178082,926884816753.927,18.23
482,United States,OECD Americas,No,1989,7613.095,17548.0,142.0,5843.0,5657693000000.0,18.23
483,Venezuela,Latin America,Yes,1989,1747.4,407.14794520547946,986.3,0.0,,18.23
484,Vietnam,Other Asia,No,1989,0.0,51.0,26.829,,6293304974.59403,18.23
485,Yemen,Middle East ,No,1989,189.17800000000005,,,,,18.23
486,Belarus,,No,1989,,,,,,18.23
487,Belgium,,No,1989,,462.0,,500.7157808219178,165100094594.595,18.23
488,Bulgaria,,No,1989,,266.0,,273.117808,21988444444.4444,18.23
489,Croatia,,No,1989,,110.71043926482218,,,,18.23
490,France,,No,1989,,1844.0,,1325.9336712328768,1030122352457.33,18.23
491,Germany,,No,1989,,2581.0,,1740.2286301369863,1393674332154.37,18.23
492,I.R.Iran,,No,1989,,951.4129315068492,,,,18.23
493,Italy,,No,1989,,1897.0,,1384.0254246575344,925598068021.451,18.23
494,Japan,,No,1989,,5058.0,,3551.13335,3052315661954.82,18.23
495,Netherlands,,No,1989,,715.0,,963.7940821917808,255039560739.894,18.23
496,New Zealand,,No,1989,,99.0,,,43920222524.7085,18.23
497,Pakistan,,No,1989,,201.0,,,40171019643.3511,18.23
498,Philippines,,No,1989,,222.0,,197.415041,42575183905.5606,18.23
499,Poland,,No,1989,,345.0,,,,18.23
500,Romania,,No,1989,,389.0,,448.42889,42105263157.8947,18.23
501,Serbia,,No,1989,,156.31311764851247,,,,18.23
502,Singapore,,No,1989,,374.0,,740.557808,30423573842.1785,18.23
503,South Africa,,No,1989,,346.0,,265.2514631484972,128902675070.723,18.23
504,South Korea,,No,1989,,860.0,,812.0932328767124,,18.23
505,Spain,,No,1989,,981.0,,999.67705,413630538018.271,18.23
506,Syria,,No,1989,,185.0,,,,18.23
507,Tunisia,,No,1989,,66.0,,,10102075213.3151,18.23
508,Turkey,,No,1989,,448.0,,379.2557,107143348667.094,18.23
509,Turkmenistan,,No,1989,,,,,3006988216.55045,18.23
510,Ukraine,,No,1989,,1170.676191780822,,,82709161099.1244,18.23
511,Trinidad & Tobago,,No,1989,,,73.20046,2.887890410958904,,18.23
512,Eqautorial Guinea,,No,1989,,,,0.0,,18.23
513,Greece,,No,1989,,,,276.364904109589,79169043642.4675,18.23
514,Morocco,,No,1989,,,,113.937534,26314220188.0257,18.23
515,Sweden,,No,1989,,,,324.11846575342463,214875344909.957,18.23
516,Arab World,,No,1989,,,,,322325140494.725,18.23
517,Caribbean small states,,No,1989,,,,,16631954337.8926,18.23
518,Early-demographic dividend,,No,1989,,,,,1579986814759.15,18.23
519,East Asia & Pacific,,No,1989,,,,,4535368154904.11,18.23
520,East Asia & Pacific (excluding high income),,No,1989,,,,,624706266003.806,18.23
521,East Asia & Pacific (IDA & IBRD countries),,No,1989,,,,,623438611303.322,18.23
522,Euro area,,No,1989,,,,,4665936358488.54,18.23
523,Europe & Central Asia,,No,1989,,,,,7225733324752.49,18.23
524,Europe & Central Asia (excluding high income),,No,1989,,,,,903702469910.518,18.23
525,Europe & Central Asia (IDA & IBRD countries),,No,1989,,,,,960328174371.055,18.23
526,European Union,,No,1989,,,,,6111982965832.69,18.23
527,Heavily indebted poor countries (HIPC),,No,1989,,,,,126907408967.556,18.23
528,High income,,No,1989,,,,,16811861166559.1,18.23
529,IBRD only,,No,1989,,,,,3051387008971.52,18.23
530,IDA & IBRD total,,No,1989,,,,,3342030430117.54,18.23
531,IDA blend,,No,1989,,,,,117218646278.359,18.23
532,IDA only,,No,1989,,,,,178613242288.329,18.23
533,IDA total,,No,1989,,,,,295192606453.256,18.23
534,Late-demographic dividend,,No,1989,,,,,1907371231981.91,18.23
535,Latin America & Caribbean,,No,1989,,,,,1006401717319.53,18.23
536,Latin America & Caribbean (excluding high income),,No,1989,,,,,925574603351.671,18.23
537,Latin America & the Caribbean (IDA & IBRD countries),,No,1989,,,,,941810162373.327,18.23
538,Least developed countries: UN classification,,No,1989,,,,,152201964462.604,18.23
539,Low & middle income,,No,1989,,,,,3273000286676.64,18.23
540,Low income,,No,1989,,,,,89980034519.612,18.23
541,Lower middle income,,No,1989,,,,,860326050891.247,18.23
542,Middle East & North Africa,,No,1989,,,,,420719668267.302,18.23
543,Middle income,,No,1989,,,,,3188472195720.25,18.23
544,North America,,No,1989,,,,,6224250243275.25,18.23
545,OECD members,,No,1989,,,,,16617153794891.2,18.23
546,Other small states,,No,1989,,,,,45401718442.5696,18.23
547,Pacific island small states,,No,1989,,,,,2224857784.68561,18.23
548,Post-demographic dividend,,No,1989,,,,,16364316163380.8,18.23
549,Pre-demographic dividend,,No,1989,,,,,103556833461.826,18.23
550,Small states,,No,1989,,,,,64248116732.2638,18.23
551,South Asia,,No,1989,,,,,373481452092.266,18.23
552,South Asia (IDA & IBRD),,No,1989,,,,,373481452092.266,18.23
553,Sub-Saharan Africa,,No,1989,,,,,309182519793.758,18.23
554,Sub-Saharan Africa (excluding high income),,No,1989,,,,,308876668854.173,18.23
555,Sub-Saharan Africa (IDA & IBRD countries),,No,1989,,,,,309182519793.757,18.23
556,Upper middle income,,No,1989,,,,,2330509907218.71,18.23
557,World,,No,1989,,,,,20092825106288.4,18.23
558,Albania,,No,1989,,,,,2335124987.5,18.23
559,Andorra,,No,1989,,,,,795449332.396346,18.23
560,Antigua and Barbuda,,No,1989,,,,,438794777.777778,18.23
561,Austria,,No,1989,,,,,133105805928.237,18.23
562,"Bahamas, The",,No,1989,,,,,3062000000.0,18.23
563,Bangladesh,,No,1989,,,,,28781714763.7823,18.23
564,Belize,,No,1989,,,,,363150000.0,18.23
565,Benin,,No,1989,,,,,1502294411.46202,18.23
566,Bermuda,,No,1989,,,,,1501500032.0,18.23
567,Bhutan,,No,1989,,,,,275949889.09427,18.23
568,Bolivia,,No,1989,,,,,4715978868.21613,18.23
569,Botswana,,No,1989,,,,,3083800684.89751,18.23
570,Brunei Darussalam,,No,1989,,,,,2985467979.28524,18.23
571,Burkina Faso,,No,1989,,,,,2615588545.68629,18.23
572,Burundi,,No,1989,,,,,1113924130.41149,18.23
573,Cabo Verde,,No,1989,,,,,267448513.108168,18.23
574,Central African Republic,,No,1989,,,,,1233930277.04922,18.23
575,Comoros,,No,1989,,,,,198733185.875107,18.23
576,"Congo, Dem. Rep.",,No,1989,,,,,9021862775.25443,18.23
577,"Congo, Rep.",,No,1989,,,,,2389593021.94866,18.23
578,Costa Rica,,No,1989,,,,,6866402028.10997,18.23
579,Cote d'Ivoire,,No,1989,,,,,9757410614.0812,18.23
580,Cuba,,No,1989,,,,,27023468665.8977,18.23
581,Cyprus,,No,1989,,,,,4563482603.5503,18.23
582,Djibouti,,No,1989,,,,,409220087.102818,18.23
583,Dominica,,No,1989,,,,,153374074.074074,18.23
584,Dominican Republic,,No,1989,,,,,6686592728.70663,18.23
585,"Egypt, Arab Rep.",,No,1989,,,,,39648442534.0768,18.23
586,El Salvador,,No,1989,,,,,4372215300.0,18.23
587,Ethiopia,,No,1989,,,,,11476584879.2271,18.23
588,Fiji,,No,1989,,,,,1182686577.22645,18.23
589,Finland,,No,1989,,,,,119064708327.56,18.23
590,French Polynesia,,No,1989,,,,,2636461517.1052,18.23
591,"Gambia, The",,No,1989,,,,,284119692.49433,18.23
592,Greenland,,No,1989,,,,,929796722.387896,18.23
593,Grenada,,No,1989,,,,,267327629.62963,18.23
594,Guatemala,,No,1989,,,,,8410724360.79546,18.23
595,Guinea,,No,1989,,,,,2432029380.43694,18.23
596,Guinea-Bissau,,No,1989,,,,,213143016.443434,18.23
597,Honduras,,No,1989,,,,,3563448310.34483,18.23
598,"Hong Kong SAR, China",,No,1989,,,,,68790369107.2962,18.23
599,Iceland,,No,1989,,,,,5718878001.74609,18.23
600,"Iran, Islamic Rep.",,No,1989,,,,,120496362916.372,18.23
601,Ireland,,No,1989,,,,,39285384083.045,18.23
602,Israel,,No,1989,,,,,49881433990.8161,18.23
603,Jamaica,,No,1989,,,,,4404970058.83786,18.23
604,Jordan,,No,1989,,,,,4220945005.22102,18.23
605,Kenya,,No,1989,,,,,8283114648.38116,18.23
606,Kiribati,,No,1989,,,,,41119721.651115,18.23
607,"Korea, Rep.",,No,1989,,,,,243526047716.915,18.23
608,Lao PDR,,No,1989,,,,,714046821.093797,18.23
609,Lebanon,,No,1989,,,,,2717998687.71002,18.23
610,Lesotho,,No,1989,,,,,495404888.092424,18.23
611,Liberia,,No,1989,,,,,786300000.0,18.23
612,Liechtenstein,,No,1989,,,,,1120000916.92646,18.23
613,Luxembourg,,No,1989,,,,,10391504709.2547,18.23
614,"Macao SAR, China",,No,1989,,,,,2683254708.17411,18.23
615,Madagascar,,No,1989,,,,,2498059014.77295,18.23
616,Malawi,,No,1989,,,,,1590201656.14301,18.23
617,Maldives,,No,1989,,,,,189535398.230089,18.23
618,Mali,,No,1989,,,,,2181821902.43953,18.23
619,Malta,,No,1989,,,,,2118574772.11136,18.23
620,Marshall Islands,,No,1989,,,,,72798000.0,18.23
621,Mauritania,,No,1989,,,,,981529400.534373,18.23
622,Mauritius,,No,1989,,,,,2191096860.28669,18.23
623,"Micronesia, Fed. Sts.",,No,1989,,,,,135200000.0,18.23
624,Monaco,,No,1989,,,,,2010116851.20284,18.23
625,Mongolia,,No,1989,,,,,3576966800.0,18.23
626,Mozambique,,No,1989,,,,,2314159887.23319,18.23
627,Namibia,,No,1989,,,,,2547340984.48164,18.23
628,Nepal,,No,1989,,,,,3525228153.17361,18.23
629,New Caledonia,,No,1989,,,,,2185072798.33184,18.23
630,Nicaragua,,No,1989,,,,,1019966666.66667,18.23
631,Niger,,No,1989,,,,,2179567111.0004,18.23
632,Panama,,No,1989,,,,,5918469800.0,18.23
633,Papua New Guinea,,No,1989,,,,,3546460176.99115,18.23
634,Paraguay,,No,1989,,,,,4599970618.44348,18.23
635,Peru,,No,1989,,,,,22499559086.0343,18.23
636,Portugal,,No,1989,,,,,60600056659.0272,18.23
637,Puerto Rico,,No,1989,,,,,28266800000.0,18.23
638,Russian Federation,,No,1989,,,,,506500154001.466,18.23
639,Rwanda,,No,1989,,,,,2405021932.89997,18.23
640,Samoa,,No,1989,,,,,122888609.715243,18.23
641,Senegal,,No,1989,,,,,4913065110.53161,18.23
642,Seychelles,,No,1989,,,,,304832867.395046,18.23
643,Sierra Leone,,No,1989,,,,,932974411.917142,18.23
644,Solomon Islands,,No,1989,,,,,332286760.858189,18.23
645,Sri Lanka,,No,1989,,,,,6987267683.77254,18.23
646,St. Kitts and Nevis,,No,1989,,,,,185094777.777778,18.23
647,St. Lucia,,No,1989,,,,,415518111.111111,18.23
648,St. Vincent and the Grenadines,,No,1989,,,,,214745000.0,18.23
649,Sudan,,No,1989,,,,,15291507936.5079,18.23
650,Suriname,,No,1989,,,,,542520000.0,18.23
651,Swaziland,,No,1989,,,,,696915430.663057,18.23
652,Switzerland,,No,1989,,,,,202078703955.009,18.23
653,Syrian Arab Republic,,No,1989,,,,,9853396225.58749,18.23
654,Tanzania,,No,1989,,,,,4420168102.39306,18.23
655,Togo,,No,1989,,,,,1352949662.75172,18.23
656,Tonga,,No,1989,,,,,106344854.986095,18.23
657,Trinidad and Tobago,,No,1989,,,,,4323058823.52941,18.23
658,Uganda,,No,1989,,,,,5276480985.99937,18.23
659,Uruguay,,No,1989,,,,,8438951476.06644,18.23
660,Vanuatu,,No,1989,,,,,144482170.248703,18.23
661,"Venezuela, RB",,No,1989,,,,,42119835734.8703,18.23
662,Virgin Islands (U.S.),,No,1989,,,,,1343900032.0,18.23
663,Zambia,,No,1989,,,,,3998637681.15942,18.23
664,Zimbabwe,,No,1989,,,,,8286322700.0,18.23
665,Algeria,Africa ,Yes,1990,783.482,195.6374794520548,280.6,6.718356164383563,62045099642.7774,23.76
666,Angola,Africa ,Yes,1990,473.767,31.27930060038832,439.0,0.0,10026737967.9144,23.76
667,Argentina,Latin America,No,1990,483.541,406.0,,,141352368714.691,23.76
668,Australia,OECD Asia Pacific,No,1990,492.039,737.0,107.2530410958904,124.54973,311425933051.174,23.76
669,Azerbaijan,Other Eurasia,No,1990,239.724,164.01,0.0,,8858006035.91566,23.76
670,Bahrain,Middle East ,No,1990,108.264,,0.0,208.8,4229787234.04255,23.76
671,Brazil,Latin America,No,1990,631.279,1394.0,0.0,570.774178,461951782000.0,23.76
672,Brunei,Other Asia,No,1990,134.26,,142.84358,,,23.76
673,Cameroon,Africa ,No,1990,164.30700000000002,,,,11151578050.7356,23.76
674,Canada,OECD Americas,No,1990,1207.099,1737.0,546.4097808219178,535.2841095890411,593929550908.468,23.76
675,Chad,Africa ,No,1990,0.0,,,,1738605558.05436,23.76
676,Chile,OECD Americas,No,1990,19.534,137.0,,107.84,33113887817.9731,23.76
677,China,China,No,1990,2766.005,2305.705,499.61994,58.6201644,360857912565.966,23.76
678,Colombia,Latin America,No,1990,439.544,211.0,207.95,,40274204595.2296,23.76
679,Congo,Africa ,Yes,1990,156.0,2.231949427902589,152.7,0.0,,23.76
680,Denmark,OECD Europe,No,1990,120.752,,,,138247261092.977,23.76
681,Ecuador,Latin America,No,1990,285.789,95.39468493150684,172.1,0.0,15239278100.3502,23.76
682,Egypt,Africa ,No,1990,869.679,453.0,422.0,0.0,,23.76
683,Equatorial Guinea,Africa ,Yes,1990,0.0,0.8,0.0,,112119406.548331,23.76
684,Gabon,Africa ,Yes,1990,274.387,11.026709356574129,255.0,0.0,5952293765.84484,23.76
685,Ghana,Africa ,No,1990,0.0,,,,5889174833.90034,23.76
686,Guyana,Latin America,No,1990,0.0,,,,396582263.291139,23.76
687,India,India,No,1990,668.74,1186.0,0.0,421.919342,316697337894.532,23.76
688,Indonesia,Other Asia,No,1990,1299.37,645.0,789.90986,128.138685,113010829349.049,23.76
689,IR Iran,Middle East ,Yes,1990,3135.307,,2220.0,0.0,,23.76
690,Iraq,Middle East ,Yes,1990,2112.622,353.3343280024362,1596.0,0.0,179885815374.719,23.76
691,Kazakhstan,Other Eurasia,No,1990,432.94,442.4370958904108,405.92909589041096,,26932728898.8146,23.76
692,Kuwait,Middle East ,Yes,1990,858.619,101.71323287671234,645.0,0.0,18427777777.7778,23.76
693,Libya,Africa ,Yes,1990,1389.11,144.0,1090.0,0.0,28901836158.1921,23.76
694,Malaysia,Other Asia,No,1990,572.063,273.0,441.88459,21.789352319236016,44024178343.0071,23.76
695,Mexico,OECD Americas,No,1990,2547.7490000000003,1754.0,1405.9738904109588,,262709776007.964,23.76
696,Nigeria,Africa ,Yes,1990,1726.701,162.27256621004568,1550.0,0.0,30757075595.3681,23.76
697,Norway,OECD Europe,No,1990,1645.77,,1344.8129863013698,,119791683307.507,23.76
698,Oman,Middle East ,No,1990,685.293,,,,11685045513.6541,23.76
699,Qatar,Middle East ,No,1990,403.219,15.344130118295263,347.8,0.0,7360439423.07692,23.76
700,Russia,Russia,No,1990,10099.696,5048.795452054801,4448.153424657534,371.013698630137,,23.76
701,Saudi Arabia,Middle East ,Yes,1990,6412.5,905.9996301369864,4499.8,9.024657534246575,117630271802.403,23.76
702,Sudans,Africa ,No,1990,0.0,,0.0,,,23.76
703,Syrian Arab Rep.,Middle East ,No,1990,404.91,,,,,23.76
704,Thailand,Other Asia,No,1990,22.759,425.0,,229.47751,85343063965.9182,23.76
705,United Arab Emirates,Middle East ,Yes,1990,1762.628,317.0155628710028,1761.6,0.0,50701443748.2975,23.76
706,United Kingdom,OECD Europe,No,1990,1834.906,1776.0,1090.800383561644,839.5338630136986,1093169389204.55,23.76
707,United States,OECD Americas,No,1990,7355.298000000001,17201.0,109.0,5894.0,5979589000000.0,23.76
708,Venezuela,Latin America,Yes,1990,2135.2,413.5077808219178,1242.0,0.0,,23.76
709,Vietnam,Other Asia,No,1990,54.0,64.0,49.02455,,6471740805.56984,23.76
710,Yemen,Middle East ,No,1990,191.137,,,,,23.76
711,Belarus,,No,1990,,566.33,,751.3729315068493,21650000000.0,23.76
712,Belgium,,No,1990,,463.0,,507.03643,206430841501.69,23.76
713,Bulgaria,,No,1990,,204.953,,164.694055,20632090909.0909,23.76
714,Croatia,,No,1990,,99.0,,95.30038356164384,,23.76
715,France,,No,1990,,1826.0,,1414.31591,1275300566196.84,23.76
716,Germany,,No,1990,,2682.0,,1778.0882191780822,1764967948916.6,23.76
717,I.R.Iran,,No,1990,,1021.5534794520548,,,,23.76
718,Italy,,No,1990,,1868.0,,1509.9196,1177326294440.85,23.76
719,Japan,,No,1990,,5316.0,,3988.583424657534,3139974443543.0,23.76
720,Netherlands,,No,1990,,734.0,,916.666466,314267667675.178,23.76
721,New Zealand,,No,1990,,105.0,,,45495727006.5141,23.76
722,Pakistan,,No,1990,,209.0,,,40010424928.715,23.76
723,Philippines,,No,1990,,224.0,,221.241342,44311593755.7845,23.76
724,Poland,,No,1990,,283.0,,,65977749038.438,23.76
725,Romania,,No,1990,,423.16946871438967,,330.178877,38995454545.4545,23.76
726,Serbia,,No,1990,,156.40000000000873,,,,23.76
727,Singapore,,No,1990,,460.0,,859.446575,36152027893.1446,23.76
728,South Africa,,No,1990,,371.0,,312.617795853586,115553279480.54,23.76
729,South Korea,,No,1990,,1048.0,,844.844301369863,,23.76
730,Spain,,No,1990,,1010.0,,1026.49826,535101248775.71,23.76
731,Syria,,No,1990,,191.0,,,,23.76
732,Tunisia,,No,1990,,69.0,,,12290568181.8182,23.76
733,Turkey,,No,1990,,477.0,,409.24897,150676291094.21,23.76
